駅名,乗降客数（日）,人口総数,男性人口,男性人口比率,0～14歳人口,15～64歳人口,65歳以上人口,昼間人口,世帯数,一人世帯数,一人世帯率,小売事業所数,小売業年間商品販売額,全産業事業所数,飲食店事業所数,生徒学生数,0～9歳人口(比率),10～19歳人口(比率),20～29歳人口(比率),30～39歳人口(比率),40～49歳人口(比率),50～59歳人口(比率),60～69歳人口(比率),70～79歳人口(比率),80歳以上人口(比率),買回り品(事業所数比率),最寄り品(事業所数比率),全産業従業者総数
3547,上栄町,"1,559","4,043","1,850",45.76,379,"2,335","1,276","7,030","1,865",782,42,114,"468,149",521,32,244,6.37,6.47,10.13,13.13,11.95,11.43,16.04,14.06,10.43,54.39,42.11,"5,121"
3548,浜大津,"6,057","4,445","2,105",47.36,472,"2,665","1,217","9,720","2,176",997,46,142,"775,416",744,60,374,7.19,7.17,11,14.01,13.16,11.55,14.75,12.84,8.34,57.75,38.73,"7,800"
3549,石山寺,"2,629","2,458","1,159",47.15,320,"1,523",596,"1,663","1,018",278,27,13,"57,231",58,5,335,8.77,9.31,8.45,15.62,14.51,11.07,15.33,10.33,6.6,61.54,30.77,374
3550,唐橋前,"2,338","6,321","2,981",47.16,852,"3,993","1,432","5,374","2,691",887,33,96,"657,607",387,36,668,8.59,9.67,10.16,15.92,15.2,10.69,12.55,10.45,6.77,58.33,36.46,"2,419"
3551,京阪石山,"7,317","4,655","2,239",48.1,659,"3,044",906,"7,385","2,123",836,39,109,"786,491",482,46,22,9.83,8.42,12.46,18.66,14.76,10,11.55,8.88,5.45,56.88,39.45,"5,973"
3552,粟津,"1,401","3,540","1,692",47.8,393,"2,162",924,"4,785","1,562",622,40,23,"345,535",162,10,111,6.87,9.14,11.69,13.39,12.67,12.24,14.36,11.55,8.1,26.09,39.13,"3,266"
3553,瓦ケ浜,"1,279","4,654","2,177",46.78,485,"2,778","1,288","3,830","2,004",747,37,31,"521,650",158,11,49,6.28,8.79,10.79,12.24,12.39,13.2,14.78,12.39,9.14,35.48,35.48,"1,926"
3554,中ノ庄,"1,498","5,609","2,631",46.91,637,"3,331","1,564","4,229","2,447",876,36,44,"573,908",198,9,622,7.49,8.37,10.23,12.49,12.29,12.76,15.04,12.91,8.41,38.64,43.18,"1,356"
3555,膳所本町,"3,466","6,354","2,979",46.88,794,"3,887","1,613","6,454","2,778",975,35,61,"629,761",238,10,"2,244",8.55,8.63,10.46,13.65,12.9,12.28,14.64,11.97,6.93,37.7,45.9,"1,675"
3556,錦,"2,166","5,408","2,561",47.36,724,"3,405","1,218","7,795","2,275",745,33,77,"1,366,509",283,18,"2,782",9.11,9.01,10.45,14.76,13.67,12.18,14.14,10.66,6.02,46.75,37.66,"2,960"
3557,京阪膳所,"7,160","5,834","2,746",47.07,724,"3,645","1,412","9,311","2,397",690,29,105,"1,991,864",400,35,"2,094",8.46,8.49,9.89,14.37,12.58,12.52,16.68,10.97,6.04,55.24,35.24,"4,989"
3558,石場,"3,062","6,335","2,982",47.07,926,"4,099","1,242","9,702","2,705",845,31,123,"1,295,928",565,33,270,9.79,9.7,10.06,15.95,15.5,11.85,13.47,8.64,5.04,70.73,21.95,"7,473"
3559,島ノ関,"2,080","4,262","1,996",46.83,481,"2,654","1,041","9,270","2,018",861,43,99,"622,084",614,38,210,7.67,7.79,11.84,15.24,13.85,11.21,14.14,11.12,7.16,58.59,36.36,"7,696"
3560,浜大津,"5,637","4,445","2,105",47.36,472,"2,665","1,217","9,720","2,176",997,46,142,"775,416",744,60,374,7.19,7.17,11,14.01,13.16,11.55,14.75,12.84,8.34,57.75,38.73,"7,800"
3561,三井寺,"1,909","5,029","2,400",47.72,548,"3,034","1,359","6,260","2,407","1,063",44,127,"646,923",620,43,614,7.31,7.65,10.61,13.86,13.28,12,14.43,12.2,8.66,51.18,44.88,"3,854"
3562,別所,"3,120","2,914","1,453",49.86,448,"1,875",540,"4,980","1,261",457,36,23,"196,209",168,16,920,10.7,9.61,10.56,17.09,15.13,10.91,12.37,8.14,5.49,34.78,56.52,"3,137"
3563,皇子山,"6,363","5,630","2,748",48.81,984,"3,653",876,"6,326","2,462",860,35,50,"514,561",258,27,900,12.46,9.25,9.97,18.68,16.74,10.92,10.77,7.38,3.83,50,44,"3,657"
3564,近江神宮前,"1,517","6,786","3,291",48.5,"1,092","4,332","1,276","4,169","2,896",968,33,40,"357,056",201,14,158,11.48,9.08,10.24,17.41,15,11.51,11.61,8.73,4.94,50,40,"1,655"
3565,南滋賀,"1,959","4,350","2,100",48.28,723,"2,774",828,"2,796","1,582",351,22,15,"138,469",88,5,484,10.86,11.19,10.77,14.7,14.93,11.93,11.44,8.32,5.85,53.33,46.67,667
3566,滋賀里,"2,436","4,354","2,066",47.45,634,"2,652","1,032","2,823","1,551",400,26,29,"367,753",108,6,299,9.34,10.52,10.26,13.78,13.64,11.33,13.6,9.75,7.78,31.03,65.52,895
3567,穴太,876,"2,295","1,088",47.41,321,"1,412",556,"1,151",926,265,29,7,"14,455",48,3,0,8.78,9.48,9.09,13.5,13.19,12.23,16.82,11.01,5.9,42.86,57.14,187
3568,松ノ馬場,"1,633","3,020","1,449",47.98,427,"1,823",763,"2,889","1,033",189,18,21,"73,818",92,4,905,8.76,10.15,10.15,12.64,13.5,11.65,15.06,11.78,6.3,57.14,38.1,772
3569,坂本,"2,983","2,638","1,284",48.67,275,"1,562",791,"3,352",945,210,22,28,"138,600",169,10,"1,249",6.2,9.66,10.65,10.8,12.44,11.83,15.86,14.15,8.41,46.43,53.57,"1,022"
3570,米原,395,"1,145",581,50.74,137,718,275,"1,755",480,163,34,24,"157,860",105,6,42,7.96,8.23,13.27,13.98,13.36,10.8,13.98,10.88,7.52,45.83,45.83,"1,267"
3571,鳥居本,229,636,327,51.42,56,387,188,760,242,63,26,6,720,34,0,204,3.32,11.71,12.34,8.23,10.28,18.2,12.66,12.66,10.6,33.33,50,295
3572,彦根,"2,045","2,437","1,192",48.91,288,"1,562",552,"4,539","1,115",442,40,59,"508,420",283,23,126,7.7,8.99,10.12,13.57,15.45,14.2,12.82,9.91,7.24,54.24,37.29,"3,565"
3573,彦根口,529,"2,645","1,285",48.58,369,"1,718",533,"2,372","1,072",343,32,9,"148,299",80,3,597,9.47,10.04,11.3,13.94,14.32,13.48,12.29,9.28,5.88,55.56,22.22,835
3574,高宮,197,"1,944","1,057",54.37,272,"1,265",349,"2,328",890,417,47,19,"144,937",69,3,106,10.24,8.81,18.04,18.51,11.19,9.39,10.5,7.9,5.41,36.84,52.63,"1,616"
3575,尼子,252,167,86,51.5,26,101,40,948,52,9,17,1,0,12,1,5,11.04,7.98,11.04,13.5,11.66,12.88,14.72,9.2,7.98,0,0,872
3576,豊郷,183,"1,277",598,46.83,137,687,440,"1,753",362,102,28,17,"92,163",72,5,298,7.76,6.25,9.82,10.77,10.06,13.38,15.04,11.56,15.36,58.82,35.29,887
3577,愛知川,529,"2,014","1,001",49.7,359,"1,272",360,"2,113",734,216,29,28,"204,722",121,9,555,12.61,10.25,11.11,18.09,12.96,10.3,11.81,7.84,5.03,57.14,25,942
3578,五箇荘,98,"1,020",498,48.82,159,657,199,973,347,69,20,16,"421,819",43,4,71,8.68,13.91,10.45,12.52,15.29,12.03,12.72,9.47,4.93,37.5,37.5,536
3579,河辺の森,17,223,101,45.29,23,112,88,147,56,6,11,0,0,6,0,0,6.33,6.79,7.69,10.86,7.69,10.86,15.84,11.76,22.17,0,0,51
3580,八日市,"3,246","2,336","1,169",50.04,268,"1,407",610,"3,308","1,023",426,42,118,"1,144,786",360,26,46,7.66,9.54,10.37,12.69,13.69,12.86,13.08,11.9,8.22,56.78,36.44,"2,425"
3581,長谷野,120,964,471,48.86,153,571,240,643,362,97,27,8,"16,582",37,2,27,11.3,8.19,8.91,14.51,10.16,11.71,19.27,8.91,7.05,25,62.5,241
3582,大学前,136,657,331,50.38,142,441,85,964,193,19,10,0,16,14,1,570,11.21,16.74,8.07,14.05,20.03,10.46,11.96,4.19,3.29,0,0,197
3583,京セラ前,61,53,22,41.51,2,41,6,572,39,33,85,3,"7,495",7,1,0,3.92,15.69,50.98,3.92,5.88,3.92,5.88,5.88,3.92,33.33,66.67,563
3584,桜川,317,682,329,48.24,123,432,129,821,212,30,14,10,"64,626",36,2,277,10.96,11.84,10.96,15.2,13.3,11.84,10.82,7.46,7.6,50,30,321
3585,朝日大塚,140,272,125,45.96,28,171,86,363,84,11,13,3,0,16,2,0,5.94,8.74,8.74,13.29,10.49,12.94,18.53,12.59,8.74,33.33,66.67,236
3586,朝日野,45,379,179,47.23,42,230,106,214,102,7,7,7,"10,376",22,0,0,7.65,7.92,10.55,12.4,8.97,15.04,15.83,11.87,9.76,71.43,28.57,65
3587,日野,852,727,351,48.28,137,431,150,410,246,59,24,9,"27,300",38,2,2,14.46,8.76,13.35,17.25,10.15,10.01,10.01,8.9,7.09,44.44,55.56,189
3588,水口松尾,95,857,436,50.88,138,555,163,343,291,38,13,2,0,21,2,0,11.68,8.64,11.8,16.82,9.23,13.67,16.82,8.18,3.15,0,50,107
3589,水口,722,"2,209","1,087",49.21,223,"1,227",726,"3,278",786,323,41,41,"599,899",151,9,524,6.8,6.34,10.8,11.72,10.29,12.04,15.81,14.2,11.99,58.54,34.15,"1,659"
3590,水口石橋,115,"2,716","1,333",49.08,311,"1,587",779,"4,211","1,073",399,37,64,"1,081,032",261,15,782,7.99,7.58,11.06,13.15,10.61,12.55,14.68,12.22,10.16,56.25,39.06,"2,368"
3591,水口城南,957,"1,773",885,49.92,249,"1,066",431,"3,901",700,232,33,48,"826,808",189,10,"1,060",9.68,8.94,11.4,14.84,11.52,12.03,13.01,10.6,7.97,54.17,41.67,"2,189"
3592,貴生川,"1,322","2,232","1,162",52.06,392,"1,449",342,"1,479",848,247,29,23,"135,286",113,7,19,12.5,10.58,10.67,17.45,15.75,11.36,11.03,6.82,3.85,39.13,56.52,732
3593,高宮,197,"1,958","1,062",54.24,276,"1,274",348,"2,291",896,419,47,20,"147,536",69,3,89,10.38,8.69,18.07,18.7,11.06,9.38,10.48,7.85,5.37,35,50,"1,592"
3594,多賀大社前,207,847,411,48.52,156,515,177,848,264,31,12,16,"53,371",57,2,224,11.67,12.03,10.61,12.5,12.03,12.74,13.8,8.37,6.25,37.5,50,370
3595,八日市,"3,246","2,336","1,169",50.04,268,"1,407",610,"3,308","1,023",426,42,118,"1,144,786",360,26,46,7.66,9.54,10.37,12.69,13.69,12.86,13.08,11.9,8.22,56.78,36.44,"2,425"
3596,新八日市,857,"2,620","1,288",49.16,364,"1,598",620,"2,414","1,054",357,34,65,"437,270",212,7,251,8.95,10.5,10.81,14.07,13.22,12.02,11.71,10.78,7.95,56.92,35.38,"1,204"
3597,太郎坊宮前,231,"1,929",974,50.49,311,"1,273",328,"1,099",762,242,32,21,"314,436",70,3,0,10.62,10.04,12.92,17.89,12.71,11.3,11.77,8.68,4.08,28.57,38.1,471
3598,市辺,347,740,356,48.11,80,467,198,747,251,41,16,10,"11,094",33,0,212,6.32,9.01,11.02,10.89,10.35,15.46,17.2,12.63,7.12,30,50,209
3599,平田,303,"1,201",583,48.54,169,768,268,879,494,162,33,7,"61,820",27,4,133,8.71,9.62,11.69,12.77,11.53,15.92,12.85,11.11,5.8,42.86,57.14,181
3600,武佐,272,594,278,46.8,69,353,170,904,181,27,15,11,"169,641",48,1,0,7.59,8.94,9.61,10.29,10.96,15.01,14.84,12.14,10.62,18.18,45.45,653
3601,近江八幡,"4,163","3,337","1,677",50.25,534,"2,290",472,"7,437","1,391",504,36,137,"2,720,756",340,36,291,11.01,9.98,12.62,17.48,16.26,11.41,11.56,6.1,3.58,74.45,21.9,"5,826"
3602,米ノ津,205,"1,702",773,45.42,296,992,414,"1,717",683,178,26,30,"309,014",99,3,286,11.16,11.87,7.87,12.4,12.4,12.81,12.57,10.75,8.17,33.33,43.33,662
3603,出水,"1,098","1,243",581,46.74,185,748,303,"1,981",561,225,40,28,"121,534",165,17,0,10.92,8.09,10.6,15.37,11.25,13.03,10.52,10.92,9.3,53.57,32.14,"1,529"
3604,西出水,665,"2,046",946,46.24,286,"1,361",396,"3,110",760,247,33,36,"139,207",95,5,"1,856",8.61,22.25,9.34,12.57,10.22,10.95,11.39,8.41,6.26,44.44,44.44,604
3605,高尾野,151,818,371,45.35,152,438,228,"1,259",322,79,25,24,"123,615",103,4,363,13.46,8.69,7.47,12.73,10.4,11.87,13.1,13.34,8.94,33.33,41.67,586
3606,野田郷,411,"1,004",418,41.63,151,581,273,"1,709",418,143,34,17,"82,885",71,5,822,9.57,16.35,7.18,9.67,10.37,12.36,13.96,12.46,8.08,23.53,58.82,434
3607,折口,212,209,93,44.5,28,111,67,257,88,20,23,4,"28,093",16,2,100,6.8,11.17,5.83,7.77,14.56,13.59,12.62,16.02,11.65,50,25,56
3608,阿久根,747,"1,443",637,44.14,149,754,538,"2,055",683,290,42,43,"207,064",122,6,413,6.31,7.49,9.15,8.88,10.19,13.52,15.12,15.95,13.38,39.53,58.14,924
3609,牛ノ浜,43,241,111,46.06,13,122,106,166,113,34,30,4,"8,852",8,1,0,3.31,6.2,5.37,6.61,8.68,15.29,19.83,20.66,14.05,0,100,17
3610,薩摩大川,41,279,124,44.44,13,139,127,380,138,48,35,6,"9,372",25,0,84,2.14,7.14,4.64,5.36,10,15.71,16.79,21.07,17.14,0,66.67,114
3611,西方,18,197,95,48.22,17,89,92,286,103,45,44,2,0,18,1,15,6.53,3.52,5.03,5.53,10.55,12.56,17.09,23.62,15.58,50,50,121
3612,薩摩高城,20,70,29,41.43,9,39,26,59,33,11,33,0,0,3,0,0,4.17,16.67,1.39,5.56,13.89,16.67,12.5,15.28,13.89,0,0,15
3613,草道,67,154,70,45.45,6,86,62,299,67,13,19,5,"28,004",18,0,91,1.31,6.54,4.58,3.27,13.07,17.65,20.26,19.61,13.73,40,20,105
3614,上川内,301,"1,767",841,47.59,291,"1,065",406,"1,754",692,198,29,21,"199,887",94,7,96,11.31,10.4,9.38,13.13,12.67,13.75,11.31,9.26,8.81,47.62,33.33,975
3615,川内,"4,153","2,486","1,127",45.33,380,"1,504",579,"3,739","1,150",458,40,72,"470,603",405,32,530,9.94,10.59,8.28,12.34,13.27,14.69,12.62,9.98,8.28,52.78,41.67,"2,328"
3616,隈之城,"1,426","1,061",505,47.6,180,648,231,"1,388",407,90,22,21,"178,577",60,4,435,12.02,12.11,8.51,13.72,12.68,11.64,13.43,9.65,6.24,38.1,38.1,544
3617,木場茶屋,149,90,45,50,6,51,34,106,43,14,33,2,0,8,1,0,2.2,10.99,1.1,6.59,9.89,20.88,20.88,17.58,9.89,50,50,55
3618,串木野,"3,699","2,306","1,089",47.22,328,"1,345",632,"2,998",948,293,31,53,"430,733",211,12,444,9.41,8.89,8.89,12.27,10.84,14.27,13.88,11.75,9.8,35.85,47.17,"1,670"
3619,市来,"1,468",595,277,46.55,75,391,129,454,223,51,23,5,"29,649",16,0,134,7.89,17.45,6.88,10.74,9.9,17.45,13.59,8.39,7.72,40,60,111
3620,湯之元,"1,181","1,392",593,42.6,125,687,579,"1,691",554,190,34,25,"96,849",122,4,218,4.96,7.48,7.63,8.56,9.42,12.81,14.17,15.68,19.28,28,56,779
3621,東市来,931,741,337,45.48,131,420,188,768,274,64,23,17,"52,079",53,3,176,10.3,14.09,7.86,11.79,12.2,12.47,11.25,12.33,7.72,41.18,47.06,308
3622,伊集院,"6,116","1,877",831,44.27,256,"1,103",518,"3,277",684,232,34,61,"554,054",233,13,507,9.81,7.52,10.93,13.7,11.73,13.33,10.07,9.7,13.22,42.62,52.46,"2,105"
3623,薩摩松元,"1,303",735,352,47.89,97,446,189,844,303,80,26,13,"51,910",64,2,251,9.29,8.88,10.38,10.52,12.02,15.98,15.57,10.93,6.42,23.08,53.85,292
3624,上伊集院,"3,334","1,947",941,48.33,456,"1,198",291,811,703,122,17,8,"44,333",45,0,106,18.25,10.08,10.69,16.97,10.49,12.54,10.75,6.68,3.55,25,62.5,258
3625,鹿児島中央,"34,684","8,700","3,718",42.74,817,"5,939","1,663","15,254","5,129","3,121",61,382,"3,225,296","1,257",106,822,6.36,7.85,15.69,15.09,14.11,14.23,11.58,8.22,6.87,53.14,44.24,"11,520"
3626,鹿児島,"4,888","4,754","2,016",42.41,599,"3,062","1,060","6,120","2,527","1,348",53,81,"531,802",341,22,673,8.09,9.03,13.71,15.57,12.88,11.59,12.61,9.19,7.33,35.8,54.32,"3,725"
3627,財部,173,784,340,43.37,87,348,349,"1,582",293,87,30,31,"186,538",106,6,416,6.75,7.01,4.84,8.54,9.04,11.46,13.5,15.8,23.06,48.39,35.48,788
3628,北俣,12,42,21,50,0,17,25,34,21,6,29,0,0,1,0,0,0,4.76,2.38,2.38,2.38,23.81,14.29,30.95,19.05,0,0,3
3629,大隅大川原,65,149,60,40.27,4,63,82,113,76,27,36,4,"7,704",13,0,0,2,3.33,3.33,7.33,6,15.33,19.33,24,19.33,0,75,30
3630,北永野田,24,54,23,42.59,4,27,30,42,24,9,38,0,0,0,0,0,1.64,11.48,4.92,3.28,14.75,9.84,9.84,22.95,21.31,0,0,0
3631,霧島神宮,728,436,192,44.04,45,257,135,475,191,60,31,8,"64,313",44,3,37,6.64,7.78,8.01,7.32,10.98,18.54,15.1,15.79,9.84,37.5,62.5,214
3632,国分,"5,253","2,104","1,039",49.38,243,"1,332",475,"4,130","1,107",622,56,55,"823,616",258,26,"1,049",8.4,8.69,16.06,14.94,11.72,10.89,11.04,9.33,8.94,54.55,38.18,"2,485"
3633,隼人,"4,406","1,817",878,48.32,266,"1,204",328,"2,387",857,336,39,59,"576,380",170,15,194,10.3,9.08,14.76,15.65,13.08,13.25,9.8,9.02,5.07,47.46,37.29,"1,556"
3634,加治木,"4,552","2,516","1,171",46.54,341,"1,531",641,"2,927","1,139",414,36,43,"308,688",184,13,470,8.71,10.43,10.27,12.02,11.3,14.21,14.13,10.66,8.28,41.86,46.51,"1,474"
3635,錦江,"1,587","3,107","1,386",44.61,529,"2,004",574,"1,782","1,266",312,25,25,"262,729",81,6,93,10.28,12.73,11.15,11.15,11.44,15.85,15.21,7.41,4.8,40,32,535
3636,帖佐,"3,182","3,014","1,414",46.91,519,"1,889",603,"2,655","1,250",346,28,33,"481,822",162,8,447,10.69,12.58,9.69,12.74,14.54,12.88,12.74,8.66,5.48,48.48,39.39,"1,133"
3637,姶良,"2,586","2,902","1,346",46.38,457,"1,756",686,"1,981","1,181",291,25,24,"288,511",88,2,154,9.98,10.67,9.67,12.74,11.32,13.95,14.22,9.56,7.9,33.33,45.83,638
3638,重富,"1,525","1,033",486,47.05,123,615,297,764,464,162,35,14,"61,134",36,1,0,8.3,8.59,8.78,11.97,10.62,13.32,16.8,11.1,10.52,35.71,42.86,288
3639,竜ケ水,2,78,39,50,8,48,24,59,31,5,16,2,0,4,1,0,6.1,7.32,4.88,10.98,10.98,17.07,21.95,13.41,7.32,0,0,23
3640,鹿児島,"4,888","4,754","2,016",42.41,599,"3,062","1,060","6,120","2,527","1,348",53,81,"531,802",341,22,673,8.09,9.03,13.71,15.57,12.88,11.59,12.61,9.19,7.33,35.8,54.32,"3,725"
3641,吉松,285,645,290,44.96,90,320,235,568,293,101,34,14,"55,350",43,2,11,8.84,8.53,6.36,10.7,9.15,13.02,13.95,16.59,12.87,21.43,50,213
3642,栗野,604,"1,209",556,45.99,183,698,329,"1,528",523,158,30,49,"286,994",129,4,212,9.1,10.17,8.6,9.59,11,15.72,14.14,12.66,9.02,42.86,48.98,773
3643,大隅横川,336,591,273,46.19,102,326,164,732,264,91,34,15,"97,164",59,1,118,9.29,11.49,6.93,10.98,9.8,15.54,15.03,11.49,9.46,26.67,60,341
3644,植村,57,145,69,47.59,15,72,63,100,64,17,27,0,0,5,0,0,5.37,5.37,7.38,7.38,8.05,15.44,18.79,16.78,15.44,0,0,18
3645,霧島温泉,637,237,102,43.04,29,124,86,454,104,33,32,10,"45,527",22,1,218,8.3,6.22,4.56,12.45,8.3,12.45,20.75,14.52,12.45,30,40,121
3646,嘉例川,81,122,56,45.9,12,56,55,94,58,23,40,3,"1,930",4,0,0,3.31,8.26,6.61,5.79,10.74,11.57,17.36,22.31,14.05,0,66.67,10
3647,中福良,41,41,23,56.1,4,15,22,61,20,8,40,1,0,1,0,22,11.63,0,6.98,6.98,4.65,9.3,18.6,20.93,20.93,100,0,8
3648,表木山,8,28,13,46.43,0,13,22,32,17,11,65,0,0,0,0,0,0,0,0,5.56,0,13.89,25,25,30.56,0,0,0
3649,日当山,246,"1,335",608,45.54,175,818,342,912,593,197,33,20,"156,194",63,6,0,8.16,10.79,9.14,11.16,10.71,15.73,13.63,12.88,7.79,25,55,361
3650,隼人,"4,406","1,817",878,48.32,266,"1,204",328,"2,387",857,336,39,59,"576,380",170,15,194,10.3,9.08,14.76,15.65,13.08,13.25,9.8,9.02,5.07,47.46,37.29,"1,556"
3651,鹿児島中央,"34,684","8,700","3,718",42.74,817,"5,939","1,663","15,254","5,129","3,121",61,382,"3,225,296","1,257",106,822,6.36,7.85,15.69,15.09,14.11,14.23,11.58,8.22,6.87,53.14,44.24,"11,520"
3652,郡元,"2,662","8,142","4,032",49.52,825,"5,865","1,231","7,773","4,906","3,280",67,53,"344,466",316,12,"2,972",6.8,12.64,24.39,13.85,11.55,10.64,8.05,6.53,5.54,45.28,41.51,"2,525"
3653,南鹿児島,"3,340","6,356","3,015",47.44,916,"4,045","1,324","7,237","2,817","1,265",45,59,"1,043,475",281,14,"1,138",9.47,10.37,12.12,14.4,12.71,13.62,10.8,9.29,7.21,27.12,37.29,"3,538"
3654,宇宿,"2,088","6,170","2,877",46.63,843,"4,090","1,173","5,462","2,941","1,337",45,84,"1,180,031",301,22,482,9.7,8.29,14.23,16.97,12.41,12.87,11.33,8.06,6.14,36.9,39.29,"2,632"
3655,谷山,"5,752","7,226","3,309",45.79,956,"4,827","1,378","6,913","3,241","1,394",43,71,"396,221",319,20,"2,039",8.95,12.66,14.16,13.72,12.77,12.23,10.53,7.75,7.23,45.07,50.7,"2,190"
3656,慈眼寺,"2,467","4,417","2,070",46.86,734,"2,887",778,"2,559","1,731",451,26,31,"262,653",156,10,75,10.59,12.46,11.73,13.59,14.66,13.59,10.5,8.21,4.66,35.48,48.39,856
3657,坂之上,"6,652","4,955","2,405",48.54,655,"3,412",850,"2,541","2,101",691,33,36,"217,686",131,10,109,8.78,10.86,15.17,12.89,11.94,15.15,13.42,7.38,4.41,33.33,55.56,807
3658,五位野,955,978,453,46.32,137,585,255,"1,413",386,86,22,7,"10,553",27,0,801,8.8,10.13,9.52,10.44,12.28,14.84,15.56,11.05,7.37,42.86,42.86,249
3659,平川,"2,953",553,263,47.56,70,322,162,418,241,78,32,5,"2,312",20,2,77,8.66,8.84,8.66,10.11,10.65,13.72,17.15,12.82,9.39,40,40,94
3660,瀬々串,853,"1,020",492,48.24,98,615,306,709,416,105,25,5,"42,334",25,0,115,6,9.05,6.98,9.93,11.7,17.31,15.24,14.06,9.73,0,40,112
3661,中名,418,962,449,46.67,160,556,252,860,390,104,27,16,"79,854",61,1,65,10.85,10.64,7.23,11.05,11.05,15.08,14.46,11.26,8.37,25,50,318
3662,喜入,"1,963","1,536",690,44.92,269,920,343,"1,609",569,118,21,19,"132,381",70,4,517,11.42,12.73,8.81,11.95,11.88,14.1,11.23,10.18,7.7,47.37,42.11,524
3663,前之浜,360,566,249,43.99,46,304,218,430,244,67,27,4,"4,931",20,0,39,4.92,7.21,6.5,6.33,8.44,17.93,17.22,17.05,14.41,50,50,54
3664,生見,306,262,123,46.95,27,161,74,190,113,34,30,7,"4,947",14,1,7,6.87,7.63,9.16,6.87,10.31,16.79,20.61,9.92,11.83,0,57.14,56
3665,薩摩今和泉,"1,710",636,310,48.74,59,350,227,"1,154",266,67,25,13,"16,850",42,1,510,6.45,5.82,7.55,8.33,9.91,16.98,17.61,16.67,10.69,23.08,61.54,256
3666,宮ケ浜,363,837,376,44.92,159,508,171,572,336,93,28,8,"8,115",36,1,65,12.4,12.63,8.46,12.75,11.92,14.78,11.56,7.75,7.75,37.5,62.5,191
3667,二月田,"1,498","1,066",485,45.5,138,636,292,"2,175",433,124,29,32,"451,291",88,3,788,8.53,9.75,8.72,11.62,10.78,16.21,12.09,11.34,10.97,50,34.38,972
3668,指宿,"1,585","2,518","1,128",44.8,363,"1,425",738,"2,980","1,079",405,38,71,"416,342",259,23,361,10.13,7.68,9.42,12.03,9.54,13.9,14.33,13.14,9.82,54.93,39.44,"1,482"
3669,山川,991,359,167,46.52,35,196,128,326,162,53,33,5,"7,144",21,1,0,5.29,8.64,7.52,9.19,8.08,15.32,17.83,15.6,12.53,20,60,161
3670,大山,228,387,179,46.25,37,220,129,385,167,40,24,6,"13,375",28,3,0,6.79,7.57,6.79,7.57,8.88,18.8,16.71,15.4,11.49,50,50,153
3671,西大山,41,7,3,42.86,0,6,1,70,4,2,50,0,0,6,1,0,0,14.29,28.57,14.29,14.29,14.29,0,14.29,0,0,0,78
3672,薩摩川尻,109,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3673,東開聞,102,95,40,42.11,6,47,31,103,42,9,21,1,"1,565",8,1,0,3.7,6.17,4.94,6.17,9.88,19.75,18.52,16.05,14.81,0,100,40
3674,開聞,106,626,282,45.05,92,364,174,853,242,56,23,9,"57,465",55,2,225,9.55,10.03,8.44,9.08,8.28,18.47,14.97,10.35,10.83,33.33,44.44,347
3675,入野,75,262,123,46.95,26,148,88,214,119,38,32,3,777,14,0,0,5.3,10.23,5.68,4.92,12.12,20.83,12.88,15.91,12.12,100,33.33,60
3676,頴娃,38,253,109,43.08,29,151,70,183,105,28,27,5,"18,204",14,1,0,6.45,11.29,6.85,7.26,11.29,19.76,16.13,12.9,8.06,40,60,53
3677,西頴娃,423,512,235,45.9,108,289,116,"1,383",212,67,32,26,"167,643",71,3,452,17.65,7.84,8.43,14.9,10.2,12.16,12.16,10.2,6.47,42.31,42.31,728
3678,御領,25,314,144,45.86,33,153,128,260,154,56,36,5,"9,216",18,2,0,7.94,5.08,7.3,6.35,7.94,13.97,18.73,20.95,11.75,20,60,73
3679,石垣,96,488,222,45.49,48,257,183,372,205,66,32,10,"27,742",27,1,0,6.31,7.94,7.54,7.13,9.78,17.31,12.63,15.48,15.89,40,50,96
3680,水成川,30,348,151,43.39,31,179,136,390,125,52,42,3,0,11,0,23,5.76,5.76,6.05,9.8,11.82,14.41,15.56,12.97,17.87,33.33,66.67,125
3681,頴娃大川,49,363,157,43.25,29,184,151,306,157,41,26,7,"12,270",25,2,0,4.4,7.97,5.22,6.59,9.34,16.48,16.76,18.68,14.56,28.57,71.43,134
3682,松ケ浦,18,180,73,40.56,19,83,81,167,73,25,34,0,59,10,0,19,6.01,7.65,4.37,7.1,7.1,12.57,17.49,17.49,20.22,0,0,39
3683,薩摩塩屋,16,189,91,48.15,8,95,85,139,94,35,37,2,0,5,0,0,2.66,6.38,4.26,4.26,8.51,19.15,16.49,16.49,21.81,0,100,14
3684,白沢,29,339,130,38.35,16,162,161,343,154,61,40,3,"1,696",12,0,0,2.05,4.99,5.57,4.69,8.5,15.54,19.65,20.82,18.18,33.33,33.33,118
3685,薩摩板敷,71,192,92,47.92,17,115,60,146,83,22,27,4,"1,989",8,1,12,5.24,6.28,6.81,8.9,7.85,20.94,22.51,13.61,7.85,25,50,24
3686,枕崎,115,"2,681","1,167",43.53,304,"1,418",959,"3,629","1,254",470,37,104,"491,486",288,16,545,6.94,8.46,6.82,8.24,11.63,13.76,15.59,17,11.56,45.19,46.15,"1,835"
